FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5
Phil,Foden,MID,MCI,8000000,3,3,3,3.75E-07,3.75E-07,0,52674,0,0,0,0,0,0,0,0.4,52674,0,0,3,0,0.4,0,3,0,0,1,0,0,6.6,59592,0,-1,0,0,87,59592,0,0,19,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
Wesley,Fofana,DEF,LEI,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,13268,0,2,0,0,0,0,0,0.2,13268,0,0,1,0,0.2,0,1,0,0,0,0,0,1.8,11274,0,-1,0,0,90,11274,0,0,12,Arsenal,Southampton,Chelsea,Man Utd,Brighton
,Fornals,MID,WHU,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,13306,0,2,0,0,0,0,0,0.4,13306,0,0,2,0,0.4,0,2,0,0,0,0,0,1.5,10224,0,-1,0,0,90,10224,0,0,11,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea
Adam,Forshaw,MID,LEE,4500000,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0.1,131,0,-1,0,0,0,131,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Marcus,Forss,FWD,BRE,4500000,0,0,0,0,0,0,3052,0,0,0,0,0,0,0,0,3052,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,-1,0,0,0,0,0,0,0,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
Fraser,Forster,GLK,TOT,4000000,0,0,0,0,0,0,20795,0,0,0,0,0,0,0,0,20795,0,0,0,0,0,0,0,0,0,0,0,0,6.1,7620,0,-1,0,0,0,7620,0,0,0,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham
Tyrese,Francois,MID,FUL,4500000,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,-1,0,0,0,216,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
Ryan,Fraser,MID,NEW,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,2684,0,0,0,0,0,0,0,0.2,2684,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,629,0,-1,0,0,9,629,0,0,4,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
,Fred,MID,MUN,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,19985,0,2,0,0,0,0,0,0.2,19985,0,0,1,0,0.2,0,1,0,0,0,0,0,1,5527,0,-1,0,0,52,5527,0,0,6,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Ryan,Fredericks,DEF,BOU,4500000,0,0,0,0,0,0,991,0,0,0,0,0,0,0,0,991,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,-1,0,0,0,48,0,0,0,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC
,Gabriel,DEF,ARS,5000000,7,7,7,1.4E-06,1.4E-06,0,51125,0,0,0,0,0,0,0,1.4,51125,0,0,7,0,1.4,0,7,1,0,1,0,0,8.5,42791,0,-1,0,0,90,42791,0,0,26,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd
Conor,Gallagher,MID,CHE,5900000,1,1,1,1.69491525423729E-07,1.69491525423729E-07,0,34124,0,0,0,0,0,0,0,0.2,34124,-1,1,1,1,0.2,0,1,0,0,0,0,0,1.4,1651,0,-1,0,0,1,1651,-1,0,3,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Alejandro,Garnacho,MID,MUN,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,827,0,0,0,0,0,0,0,0.2,827,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,5542,0,-1,0,0,1,5542,0,0,3,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
James,Garner,MID,MUN,4500000,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,-1,0,0,0,450,0,0,0,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Dwight,Gayle,FWD,NEW,4500000,0,0,0,0,0,0,3292,0,0,0,0,0,0,0,0,3292,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,-1,0,0,0,0,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
,Gazzaniga,GLK,FUL,4000000,0,0,0,0,0,0,22320,0,0,0,0,0,0,0,0,22320,0,0,0,0,0,0,0,0,0,0,0,0,5.8,5390,0,-1,0,0,0,5390,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
Jean-Philippe,Gbamin,MID,EVE,4500000,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0.1,560,0,-1,0,0,0,560,0,0,0,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Joe,Gelhardt,FWD,LEE,5500000,1,1,1,1.81818181818182E-07,1.81818181818182E-07,0,7511,0,0,0,0,0,0,0,0.2,7511,0,0,1,0,0.2,0,1,0,0,0,0,0,0.6,2192,0,-1,0,0,6,2192,0,0,2,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Saman,Ghoddos,MID,BRE,5000000,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,-1,0,0,0,85,0,0,0,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
Morgan,Gibbs-White,MID,WOL,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,1584,0,2,0,0,0,0,0,0.4,1584,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,905,0,-1,0,0,90,905,0,0,9,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
Billy,Gilmour,MID,CHE,4500000,0,0,0,0,0,0,6305,0,0,0,0,0,0,0,0,6305,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1420,0,-1,0,0,0,1420,0,0,0,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Ben,Godfrey,DEF,EVE,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,5046,0,0,0,0,0,0,0,0.2,5046,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,309,0,-1,0,0,17,309,0,0,5,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Joseph,Gomez,DEF,LIV,4500000,0,0,0,0,0,0,3739,0,0,0,0,0,0,0,0,3739,0,0,0,0,0,0,0,0,0,0,0,0,0.3,1482,0,-1,0,0,0,1482,0,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Charlie,Goode,DEF,BRE,4000000,0,0,0,0,0,0,4013,0,0,0,0,0,0,0,0,4013,0,0,0,0,0,0,0,0,0,0,0,0,0.7,2890,0,-1,0,0,0,2890,0,0,0,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
Anthony,Gordon,MID,EVE,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,10848,0,1,0,0,0,0,0,0.4,10848,0,0,2,0,0.4,0,2,0,0,0,0,0,1.4,16511,0,-1,0,0,90,16511,0,0,5,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Archie,Gray,MID,LEE,4500000,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,1286,0,-1,0,0,0,1286,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Demarai,Gray,MID,EVE,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,8586,0,1,0,0,0,0,0,0.4,8586,0,0,2,0,0.4,0,2,0,0,0,0,0,0.9,9854,0,-1,0,0,90,9854,0,0,8,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Jack,Grealish,MID,MCI,7000000,3,3,3,4.28571428571429E-07,4.28571428571429E-07,0,34937,0,0,0,0,0,0,0,0.4,34937,0,0,3,0,0.4,0,3,0,0,1,0,0,4.4,53576,0,-1,0,0,90,53576,0,0,19,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
Sam,Greenwood,FWD,LEE,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,121295,0,0,0,0,0,0,0,0.2,121295,0,0,1,0,0.2,0,1,0,0,0,0,0,22.5,76597,0,-1,0,0,17,76597,0,0,4,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Pascal,Groß,MID,BHA,5500000,15,15,15,2.72727272727273E-06,2.72727272727273E-06,0,20975,0,1,0,0,0,2,0,2.7,20975,0,0,15,0,2.7,0,15,3,0,0,0,0,4.1,248753,0,-1,0,1,90,248753,0,0,44,Newcastle,West Ham,Leeds United F.C.,Fulham,Leicester
Vicente,Guaita,GLK,CRY,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,8235,0,2,0,1,0,0,0,0.2,8235,0,0,1,0,0.2,0,1,0,0,0,0,0,1.5,2537,0,-1,0,0,90,2537,0,0,15,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
,Guedes,MID,WOL,6000000,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0.1,4618,0,-1,0,0,0,4618,0,0,0,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
Marc,Guéhi,DEF,CRY,4500000,-1,-1,-1,-2.22222222222222E-07,-2.22222222222222E-07,0,21232,0,2,0,0,0,0,0,-0.2,21232,0,0,-1,0,-0.2,0,-1,0,0,0,0,0,1.8,1206,1,-1,0,0,90,1206,0,0,7,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
Frédéric,Guilbert,DEF,AVL,4000000,0,0,0,0,0,0,6294,0,0,0,0,0,0,0,0,6294,0,0,0,0,0,0,0,0,0,0,0,0,0.9,8038,0,-1,0,0,0,8038,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City
Ilkay,Gündogan,MID,MCI,7500000,3,3,3,4E-07,4E-07,0,10258,0,0,0,0,0,0,0,0.4,10258,0,0,3,0,0.4,0,3,0,0,1,0,0,1.3,18007,0,-1,0,0,77,18007,0,0,11,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
Darko,Gyabi,MID,LEE,4500000,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0.1,230,0,-1,0,0,0,230,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Erling,Haaland,FWD,MCI,11600000,13,13,13,1.12068965517241E-06,1.12068965517241E-06,0,28234,0,0,0,0,0,2,0,1.1,28234,1,-1,13,-1,1.1,0,13,3,0,1,0,0,57.7,1042890,0,-1,0,1,77,1042890,1,0,48,Bournemouth,Newcastle,Crystal Palace,Nottingham Forest FC,Aston Villa
Oliver,Hammond,MID,NFO,4500000,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,-1,0,0,0,369,0,0,0,West Ham,Everton,Tottenham,Man City,Bournemouth
Luke,Harris,MID,FUL,4500000,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0.1,641,0,-1,0,0,0,641,0,0,0,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
Jack,Harrison,MID,LEE,6000000,6,6,6,1E-06,1E-06,0,11130,1,1,0,0,0,0,0,1,11130,0,0,6,0,1,0,6,2,0,0,0,1,1.3,29898,0,-1,0,0,90,29898,0,0,25,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Kortney,Hause,DEF,AVL,4500000,0,0,0,0,0,0,1224,0,0,0,0,0,0,0,0,1224,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,-1,0,0,0,21,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City
Kai,Havertz,FWD,CHE,8000000,2,2,2,2.5E-07,2.5E-07,0,78358,0,0,0,0,0,0,0,0.2,78358,0,0,2,0,0.2,0,2,0,0,1,0,0,3.8,16340,0,-1,0,0,74,16340,0,0,1,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Tom,Heaton,GLK,MUN,4000000,0,0,0,0,0,0,1899,0,0,0,0,0,0,0,0,1899,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1599,0,-1,0,0,0,1599,0,0,0,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Dean,Henderson,GLK,NFO,4500000,3,3,3,6.66666666666667E-07,6.66666666666667E-07,0,19893,0,2,0,7,0,0,0,0.7,19893,0,0,3,0,0.7,0,3,0,0,0,0,0,5.3,12935,0,-1,0,0,90,12935,0,0,26,West Ham,Everton,Tottenham,Man City,Bournemouth
Jordan,Henderson,MID,LIV,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,12211,0,2,0,0,0,0,0,0.4,12211,0,0,2,0,0.4,0,2,0,0,0,0,0,1.3,10191,0,-1,0,0,90,10191,0,0,14,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Jeff,Hendrick,MID,NEW,4500000,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
Wayne,Hennessey,GLK,NFO,4000000,0,0,0,0,0,0,8016,0,0,0,0,0,0,0,0,8016,0,0,0,0,0,0,0,0,0,0,0,0,2.4,4144,0,-1,0,0,0,4144,0,0,0,West Ham,Everton,Tottenham,Man City,Bournemouth
Rico,Henry,DEF,BRE,4500000,4,4,4,8.88888888888889E-07,8.88888888888889E-07,0,4510,0,2,0,0,0,0,0,0.9,4510,0,0,4,0,0.9,0,4,0,0,0,0,1,0.7,8334,0,-1,0,0,90,8334,0,0,22,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
Aaron,Hickey,DEF,BRE,5000000,1,1,1,2E-07,2E-07,0,2802,0,2,0,0,0,0,0,0.2,2802,0,0,1,0,0.2,0,1,0,0,0,0,0,0.3,1445,0,-1,0,0,83,1445,0,0,8,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
James,Hill,DEF,BOU,4500000,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,-1,0,0,0,164,0,0,0,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC
Leo Fuhr,Hjelde,DEF,LEE,4000000,0,0,0,0,0,0,1599,0,0,0,0,0,0,0,0,1599,0,0,0,0,0,0,0,0,0,0,0,0,0.2,736,0,-1,0,0,0,736,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Joseph,Hodge,MID,WOL,4500000,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,726,0,-1,0,0,0,726,0,0,0,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
Pierre-Emile,Højbjerg,MID,TOT,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,10646,0,1,0,0,0,0,0,0.4,10646,0,0,2,0,0.4,0,2,0,0,0,0,0,0.9,4431,0,-1,0,0,90,4431,0,0,16,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham
Rob,Holding,DEF,ARS,4500000,0,0,0,0,0,0,3400,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,0,0,0,0,0,0,0,0.2,541,0,-1,0,0,0,541,0,0,0,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd
Mason,Holgate,DEF,EVE,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,1210,1,1,0,0,0,0,0,0.2,1210,0,0,1,0,0.2,0,1,0,0,0,0,0,0.2,1508,0,-1,0,0,72,1508,0,0,9,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Callum,Hudson-Odoi,MID,CHE,5500000,0,0,0,0,0,0,2037,0,0,0,0,0,0,0,0,2037,0,0,0,0,0,0,0,0,0,0,0,0,0.1,365,0,-1,0,0,0,365,0,0,0,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Will,Hughes,MID,CRY,5000000,1,1,1,2E-07,2E-07,0,404,0,0,0,0,0,0,0,0.2,404,0,0,1,0,0.2,0,1,0,0,0,0,0,0,60,0,-1,0,0,4,60,0,0,2,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
,Hwang,MID,WOL,6000000,5,5,5,8.33333333333333E-07,8.33333333333333E-07,0,5373,0,2,0,0,0,0,0,0.8,5373,0,0,5,0,0.8,0,5,0,0,0,0,1,0.6,14023,0,-1,0,0,84,14023,0,0,22,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
Kelechi,Iheanacho,FWD,LEI,6400000,0,0,0,0,0,0,21505,0,0,0,0,0,0,0,0,21505,-1,1,0,1,0,0,0,0,0,0,0,0,0.8,4003,0,-1,0,0,0,4003,-1,0,0,Arsenal,Southampton,Chelsea,Man Utd,Brighton
Danny,Ings,FWD,AVL,7000000,1,1,1,1.42857142857143E-07,1.42857142857143E-07,0,39978,1,1,0,0,0,0,0,0.1,39978,0,0,1,0,0.1,0,1,0,0,0,0,0,1.9,11092,0,-1,0,0,65,11092,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City
Zidane,Iqbal,MID,MUN,4500000,0,0,0,0,0,0,2504,0,0,0,0,0,0,0,0,2504,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1831,0,-1,0,0,0,1831,0,0,0,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
Tim,Iroegbunam,MID,AVL,4500000,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,-1,0,0,0,306,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City
Daniel,Iversen,GLK,LEI,4000000,0,0,0,0,0,0,18454,0,0,0,0,0,0,0,0,18454,0,0,0,0,0,0,0,0,0,0,0,0,2.8,10403,0,-1,0,0,0,10403,0,0,0,Arsenal,Southampton,Chelsea,Man Utd,Brighton
Alex,Iwobi,MID,EVE,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,1891,0,1,0,0,0,0,0,0.4,1891,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,2891,0,-1,0,0,90,2891,0,0,16,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Daniel,James,MID,LEE,6000000,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,0,0,0,0,0.1,793,0,-1,0,0,0,793,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
Reece,James,DEF,CHE,6000000,7,7,7,1.16666666666667E-06,1.16666666666667E-06,0,123061,1,0,0,0,0,0,0,1.2,123061,0,0,7,0,1.2,0,7,2,0,1,0,0,39.4,108816,0,-1,0,0,90,108816,0,0,31,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Vitaly,Janelt,MID,BRE,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,592,0,2,0,0,0,0,0,0.4,592,0,0,2,0,0.4,0,2,0,0,0,0,0,0.1,312,0,-1,0,0,90,312,0,0,14,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
Pontus,Jansson,DEF,BRE,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,13286,0,2,0,0,0,0,0,0.2,13286,0,0,1,0,0.2,0,1,0,0,0,0,0,2.1,2550,0,-1,0,0,90,2550,0,0,17,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
Mathias,Jensen,MID,BRE,5000000,1,1,1,2E-07,2E-07,0,553,0,2,0,0,0,0,0,0.2,553,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,327,0,-1,0,0,58,327,0,0,9,Man Utd,Fulham,Everton,Crystal Palace,Leeds United F.C.
,Jesus,FWD,ARS,8000000,2,2,2,2.5E-07,2.5E-07,0,341034,0,0,0,0,0,0,0,0.2,341034,0,0,2,0,0.2,0,2,0,0,1,0,0,70.5,94690,0,-1,0,0,82,94690,0,0,7,Leicester,Bournemouth,Fulham,Aston Villa,Man Utd
Raúl,Jiménez,FWD,WOL,7000000,0,0,0,0,0,0,9816,0,0,0,0,0,0,0,0,9816,0,0,0,0,0,0,0,0,0,0,0,0,0.2,444,0,-1,0,0,0,444,0,0,0,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
,Joelinton,MID,NEW,6000000,6,6,6,1E-06,1E-06,0,5814,0,0,0,0,0,0,0,1,5814,0,0,6,0,1,0,6,0,0,1,0,1,0.8,20902,0,-1,0,0,90,20902,0,0,28,Brighton,Man City,Wolverhampton,Liverpool,Crystal Palace
Ben,Johnson,DEF,WHU,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,952,0,2,0,0,0,0,0,0.2,952,0,0,1,0,0.2,0,1,0,0,0,0,0,0.1,1383,0,-1,0,0,90,1383,0,0,13,Nottingham Forest FC,Brighton,Aston Villa,Tottenham,Chelsea
Brennan,Johnson,FWD,NFO,6000000,2,2,2,3.33333333333333E-07,3.33333333333333E-07,0,23191,0,2,0,0,0,0,0,0.3,23191,0,0,2,0,0.3,0,2,0,0,0,0,0,1.8,5715,0,-1,0,0,90,5715,0,0,3,West Ham,Everton,Tottenham,Man City,Bournemouth
Sam,Johnstone,GLK,CRY,4500000,0,0,0,0,0,0,734,0,0,0,0,0,0,0,0,734,0,0,0,0,0,0,0,0,0,0,0,0,0.1,199,0,-1,0,0,0,199,0,0,0,Liverpool,Aston Villa,Man City,Brentford F.C.,Newcastle
Curtis,Jones,MID,LIV,5000000,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,-1,0,0,0,12,0,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Phil,Jones,DEF,MUN,4000000,0,0,0,0,0,0,3580,0,0,0,0,0,0,0,0,3580,0,0,0,0,0,0,0,0,0,0,0,0,0.4,2295,0,-1,0,0,0,2295,0,0,0,Brentford F.C.,Liverpool,Southampton,Leicester,Arsenal
,Jonny,DEF,WOL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,4938,0,2,0,0,0,0,0,0.2,4938,0,0,1,0,0.2,0,1,0,0,0,0,0,0.6,2250,0,-1,0,0,90,2250,0,0,12,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
,Jorginho,MID,CHE,6000000,11,11,11,1.83333333333333E-06,1.83333333333333E-06,0,21309,0,0,0,0,0,1,0,1.8,21309,0,0,11,0,1.8,0,11,3,0,1,0,0,4.2,132194,0,-1,0,1,90,132194,0,0,32,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
James,Justin,DEF,LEI,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,10539,0,2,0,0,0,0,0,0.2,10539,0,0,1,0,0.2,0,1,0,0,0,0,0,1.4,2872,0,-1,0,0,90,2872,0,0,12,Arsenal,Southampton,Chelsea,Man Utd,Brighton
Boubacar,Kamara,MID,AVL,5000000,2,2,2,4E-07,4E-07,0,1954,0,2,0,0,0,0,0,0.4,1954,0,0,2,0,0.4,0,2,0,0,0,0,0,0.2,1449,0,-1,0,0,81,1449,0,0,8,Everton,Crystal Palace,West Ham,Arsenal,Man City
Harry,Kane,FWD,TOT,11400000,2,2,2,1.75438596491228E-07,1.75438596491228E-07,0,800015,0,1,0,0,0,0,0,0.2,800015,-1,1,2,1,0.2,0,2,0,0,0,0,0,18.3,25221,0,-1,0,0,90,25221,-1,0,4,Chelsea,Wolverhampton,Nottingham Forest FC,West Ham,Fulham
N'Golo,Kanté,MID,CHE,5000000,3,3,3,6E-07,6E-07,0,38533,0,0,0,0,0,0,0,0.6,38533,0,0,3,0,0.6,0,3,0,0,1,0,0,4.6,47924,0,-1,0,0,90,47924,0,0,18,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Michael,Keane,DEF,EVE,4500000,0,0,0,0,0,0,8517,0,0,0,0,0,0,0,0,8517,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1198,0,-1,0,0,0,1198,0,0,0,Aston Villa,Nottingham Forest FC,Brentford F.C.,Leeds United F.C.,Liverpool
Neeskens,Kebano,MID,FUL,5500000,2,2,2,3.63636363636364E-07,3.63636363636364E-07,0,990,0,1,0,0,0,0,0,0.4,990,0,0,2,0,0.4,0,2,0,0,0,0,0,0.1,2108,0,-1,0,0,65,2108,0,0,3,Wolverhampton,Brentford F.C.,Arsenal,Brighton,Tottenham
Naby,Keita,MID,LIV,4900000,0,0,0,0,0,0,2686,0,0,0,0,0,0,0,0,2686,-1,1,0,1,0,0,0,0,0,0,0,0,0.1,609,0,-1,0,0,0,609,-1,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Caoimhin,Kelleher,GLK,LIV,4000000,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,2123,0,0,0,0,0,0,0,0,0,0,0,0,0.2,351,0,-1,0,0,0,351,0,0,0,Crystal Palace,Man Utd,Bournemouth,Newcastle,Everton
Lloyd,Kelly,DEF,BOU,4500000,12,12,12,2.66666666666667E-06,2.66666666666667E-06,0,9206,0,0,0,0,0,0,0,2.7,9206,0,0,12,0,2.7,0,12,3,0,1,0,1,1.6,59213,0,-1,0,1,90,59213,0,0,40,Man City,Arsenal,Liverpool,Wolverhampton,Nottingham Forest FC
,Kenedy,DEF,CHE,4000000,0,0,0,0,0,0,3667,0,0,0,0,0,0,0,0,3667,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1791,0,-1,0,0,0,1791,0,0,0,Tottenham,Leeds United F.C.,Leicester,Southampton,West Ham
Kaine,Kesler Hayden,DEF,AVL,4000000,0,0,0,0,0,0,1472,0,0,0,0,0,0,0,0,1472,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1637,0,-1,0,0,0,1637,0,0,0,Everton,Crystal Palace,West Ham,Arsenal,Man City
Max,Kilman,DEF,WOL,4500000,1,1,1,2.22222222222222E-07,2.22222222222222E-07,0,6307,0,2,0,0,0,0,0,0.2,6307,0,0,1,0,0.2,0,1,0,0,0,0,0,0.8,1839,0,-1,0,0,90,1839,0,0,20,Fulham,Tottenham,Newcastle,Bournemouth,Southampton
Kristoffer,Klaesson,GLK,LEE,4000000,0,0,0,0,0,0,1929,0,0,0,0,0,0,0,0,1929,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1041,0,-1,0,0,0,1041,0,0,0,Southampton,Chelsea,Brighton,Everton,Brentford F.C.
